"HEXuid_HEXidu","SumPop_2016_SommePop","SumURD_2016_SommeRH","SumTD_2016_SommeTL","Avail_5_1_75PctPlus_Dispo","Avail_50_10_Gradient_Dispo"
"MB51301000","26-50","5-25","5-25","T","0"
"MB51301001","5-25","5-25","5-25","T","0"
"MB51301003","5-25","<5","5-25","T","0"
"MB51301004","5-25","5-25","5-25","T","0"
"MB51301005","5-25","<5","5-25","T","0"
"MB51301006","<5","<5","5-25","T","0"
"MB51301007","<5","<5","<5","T","0"
"MB51301009","<5","<5","<5","F","0"
"MB51301010","<5","<5","<5","T","0"
"MB51301011","<5","<5","<5","T","0"
"MB51301012","5-25","5-25","5-25","F","0"
"MB51301013","26-50","5-25","5-25","T","0"
"MB51301015","26-50","5-25","5-25","T","0"
"MB51330969","<5","<5","5-25","F","0"
"MB51330972","<5","<5","5-25","F","0"
"MB51330976","501+","101-250","101-250","T","0"
"MB51330977","5-25","<5","5-25","T","0"
"MB51330982","<5","<5","<5","F","0"
"MB51330983","<5","<5","<5","T","0"
"MB51330984","5-25","5-25","5-25","T","0"
"MB51330985","26-50","5-25","5-25","T","0"
"MB51330986","5-25","5-25","5-25","T","0"
"MB51330988","5-25","<5","5-25","F","0"
"MB51330991","5-25","<5","5-25","F","0"
"MB51330992","<5","<5","<5","F","0"
"MB51330994","<5","<5","<5","T","0"
"MB51330995","5-25","<5","5-25","T","0"
"MB51330996","5-25","5-25","5-25","T","0"
"MB51330997","5-25","<5","5-25","T","0"
"MB51331000","26-50","5-25","5-25","T","0"
"MB51331001","5-25","5-25","5-25","T","0"
"MB51331002","5-25","5-25","5-25","T","0"
"MB51331003","5-25","5-25","5-25","T","0"
"MB51331004","5-25","<5","5-25","T","0"
"MB51331006","<5","<5","5-25","T","0"
"MB51331007","<5","<5","<5","T","0"
"MB51331008","<5","<5","<5","T","0"
"MB51331009","<5","<5","<5","F","0"
"MB51331012","5-25","<5","<5","T","0"
"MB51331013","5-25","5-25","5-25","T","0"
"MB51331014","5-25","5-25","5-25","F","0"
"MB51331015","5-25","<5","5-25","T","0"
"MB51360974","NA","NA","NA","F","0"
"MB51360975","251-500","101-250","101-250","T","0"
"MB51360976","101-250","26-50","26-50","T","0"
"MB51360977","NA","NA","NA","F","0"
"MB51360982","<5","<5","<5","T","0"
"MB51360983","5-25","<5","5-25","T","0"
"MB51360985","5-25","<5","<5","T","0"
"MB51360986","5-25","5-25","5-25","T","0"
"MB51360987","5-25","5-25","5-25","T","0"
"MB51360992","<5","<5","<5","F","0"
"MB51360993","<5","<5","<5","F","0"
"MB51360994","<5","<5","<5","T","0"
"MB51360995","<5","<5","<5","T","0"
"MB51360997","<5","<5","<5","T","0"
"MB51360998","5-25","5-25","5-25","T","0"
"MB51360999","<5","<5","<5","T","0"
"MB51361000","5-25","5-25","5-25","T","0"
"MB51361001","101-250","51-100","51-100","T","0"
"MB51361003","5-25","<5","<5","T","0"
"MB51361004","5-25","<5","5-25","F","0"
"MB51361005","5-25","5-25","5-25","T","0"
"MB51361006","<5","<5","<5","T","0"
"MB51361009","<5","<5","<5","F","0"
"MB51361011","<5","<5","<5","T","0"
"MB51361012","5-25","5-25","5-25","T","0"
"MB51361013","26-50","5-25","5-25","T","0"
"MB51361015","5-25","<5","5-25","T","0"
"MB51361016","<5","<5","<5","T","0"
"MB51380969","<5","<5","5-25","F","0"
"MB51380972","<5","<5","5-25","F","0"
"MB51380974","<5","<5","<5","F","0"
"MB51380976","101-250","26-50","26-50","T","0"
"MB51380984","NA","NA","NA","F","0"
"MB51380985","26-50","5-25","5-25","T","0"
"MB51380986","5-25","<5","<5","T","0"
"MB51380988","5-25","5-25","5-25","F","0"
"MB51380991","5-25","<5","5-25","F","0"
"MB51380992","<5","<5","<5","T","0"
"MB51380994","<5","<5","<5","F","0"
"MB51380995","5-25","<5","<5","T","0"
"MB51380996","51-100","51-100","51-100","T","0"
"MB51380997","<5","<5","<5","T","0"
"MB51380998","<5","<5","<5","T","0"
"MB51381000","5-25","5-25","5-25","T","0"
"MB51381001","26-50","5-25","5-25","T","0"
"MB51381002","5-25","<5","<5","T","0"
"MB51381003","5-25","<5","<5","F","0"
"MB51381004","5-25","<5","<5","T","0"
"MB51381006","5-25","<5","<5","T","0"
"MB51381007","<5","<5","<5","T","0"
"MB51381009","<5","<5","<5","F","0"
"MB51381012","5-25","<5","<5","T","0"
"MB51381013","5-25","5-25","5-25","T","0"
"MB51381014","5-25","5-25","5-25","T","0"
"MB51381015","5-25","<5","<5","T","0"
"MB51410969","<5","<5","5-25","F","0"
"MB51410971","<5","<5","5-25","F","0"
"MB51410973","5-25","5-25","5-25","F","0"
"MB51410974","51-100","5-25","5-25","F","0"
"MB51410975","101-250","51-100","51-100","T","0"
"MB51410983","<5","<5","<5","T","0"
"MB51410985","5-25","5-25","5-25","T","0"
"MB51410986","5-25","5-25","5-25","T","0"
"MB51410987","5-25","5-25","5-25","T","0"
"MB51410988","5-25","5-25","5-25","F","0"
"MB51410992","5-25","<5","5-25","F","0"
"MB51410993","<5","<5","<5","T","0"
"MB51410994","<5","<5","<5","F","0"
"MB51410995","26-50","5-25","5-25","T","0"
"MB51410997","5-25","<5","<5","T","0"
"MB51410998","5-25","5-25","5-25","T","0"
"MB51411000","5-25","5-25","5-25","T","0"
"MB51411001","5-25","5-25","5-25","T","0"
"MB51411003","5-25","<5","<5","T","0"
"MB51411004","5-25","<5","<5","T","0"
"MB51411005","5-25","5-25","5-25","T","0"
"MB51411006","<5","<5","<5","F","0"
"MB51411012","5-25","5-25","5-25","T","0"
"MB51411013","5-25","5-25","5-25","T","0"
"MB51411015","5-25","<5","5-25","T","0"
"MB51411016","<5","<5","<5","T","0"
"MB51440968","<5","<5","5-25","F","0"
"MB51440971","NA","NA","NA","F","0"
"MB51440973","101-250","51-100","51-100","F","0"
"MB51440974","501+","101-250","101-250","F","0"
"MB51440976","51-100","5-25","5-25","F","0"
"MB51440985","5-25","<5","5-25","T","0"
"MB51440986","5-25","5-25","5-25","T","0"
"MB51440988","26-50","5-25","101-250","T","0"
"MB51440989","<5","<5","<5","T","0"
"MB51440991","<5","<5","<5","T","0"
"MB51440992","5-25","<5","<5","T","0"
"MB51440994","<5","<5","<5","F","0"
"MB51440995","5-25","<5","<5","T","0"
"MB51440996","5-25","5-25","5-25","T","0"
"MB51440997","5-25","<5","<5","T","0"
"MB51440998","5-25","<5","5-25","F","0"
"MB51441000","5-25","5-25","5-25","T","0"
"MB51441001","5-25","5-25","5-25","T","0"
"MB51441002","<5","<5","<5","T","0"
"MB51441003","5-25","<5","<5","T","0"
"MB51441004","5-25","5-25","5-25","T","0"
"MB51441006","<5","<5","<5","F","0"
"MB51441007","<5","<5","<5","F","0"
"MB51441012","-","<5","<5","T","0"
"MB51441013","5-25","5-25","5-25","T","0"
"MB51441014","5-25","5-25","5-25","T","0"
"MB51441015","5-25","<5","<5","T","0"
"MB51460971","<5","<5","5-25","F","0"
"MB51460974","501+","101-250","101-250","F","0"
"MB51460975","-","<5","<5","F","0"
"MB51460985","<5","<5","<5","T","0"
"MB51460986","26-50","5-25","26-50","T","0"
"MB51460987","5-25","<5","5-25","T","0"
"MB51460988","51-100","26-50","51-100","T","0"
"MB51460992","<5","<5","<5","T","0"
"MB51460993","<5","<5","<5","T","0"
"MB51460994","<5","<5","<5","T","0"
"MB51460995","26-50","5-25","5-25","T","0"
"MB51460997","5-25","<5","<5","T","0"
"MB51460998","<5","<5","<5","T","0"
"MB51460999","5-25","<5","<5","T","0"
"MB51461000","26-50","5-25","5-25","T","0"
"MB51461001","5-25","<5","<5","T","0"
"MB51461003","5-25","<5","<5","T","0"
"MB51461004","5-25","5-25","5-25","T","0"
"MB51461005","5-25","5-25","5-25","T","0"
"MB51461007","<5","<5","<5","F","0"
"MB51461009","NA","NA","NA","F","0"
"MB51461012","<5","<5","<5","T","0"
"MB51461013","5-25","<5","<5","T","0"
"MB51461015","5-25","5-25","5-25","T","0"
"MB51461016","<5","<5","<5","T","0"
"MB51490966","-","-","<5","F","0"
"MB51490968","<5","<5","5-25","F","0"
"MB51490973","5-25","5-25","5-25","F","0"
"MB51490974","-","-","<5","F","0"
"MB51490976","5-25","<5","<5","F","0"
"MB51490985","5-25","5-25","5-25","T","0"
"MB51490986","5-25","5-25","5-25","T","0"
"MB51490988","5-25","<5","51-100","T","0"
"MB51490992","251-500","51-100","51-100","T","0"
"MB51490994","<5","<5","<5","F","0"
"MB51490995","5-25","5-25","5-25","T","0"
"MB51490996","5-25","<5","5-25","T","0"
"MB51490997","<5","<5","<5","T","0"
"MB51490998","<5","<5","<5","T","0"
"MB51491000","5-25","5-25","5-25","T","0"
"MB51491001","5-25","5-25","5-25","T","0"
"MB51491002","<5","<5","<5","T","0"
"MB51491003","<5","<5","<5","T","0"
"MB51491004","26-50","5-25","5-25","T","0"
"MB51491006","5-25","<5","5-25","T","0"
"MB51491007","<5","<5","<5","F","0"
"MB51491013","5-25","<5","<5","T","0"
"MB51491014","51-100","26-50","26-50","T","0"
"MB51491015","5-25","5-25","5-25","T","0"
"MB51520968","<5","<5","5-25","F","0"
"MB51520971","<5","<5","<5","F","0"
"MB51520973","<5","<5","<5","F","0"
"MB51520986","51-100","5-25","26-50","T","0"
"MB51520992","26-50","5-25","5-25","T","0"
"MB51520993","101-250","26-50","26-50","T","0"
"MB51520994","5-25","<5","5-25","F","0"
"MB51520995","26-50","5-25","26-50","T","0"
"MB51520997","5-25","<5","5-25","T","0"
"MB51520998","<5","<5","<5","T","0"
"MB51520999","5-25","<5","5-25","T","0"
"MB51521000","51-100","26-50","26-50","T","0"
"MB51521001","5-25","5-25","5-25","T","0"
"MB51521003","5-25","<5","<5","T","0"
"MB51521004","251-500","101-250","101-250","T","0"
"MB51521005","5-25","<5","<5","T","0"
"MB51521006","<5","<5","<5","F","0"
"MB51521007","<5","<5","<5","F","0"
"MB51521012","<5","<5","<5","T","0"
"MB51521013","26-50","5-25","5-25","T","0"
"MB51521015","5-25","5-25","5-25","T","0"
"MB51521016","<5","<5","<5","T","0"
"MB51540966","5-25","5-25","26-50","F","0"
"MB51540967","<5","<5","<5","F","0"
"MB51540974","<5","<5","<5","F","0"
"MB51540986","101-250","51-100","51-100","T","0"
"MB51540988","<5","<5","5-25","T","0"
"MB51540992","101-250","5-25","26-50","T","0"
"MB51540994","5-25","5-25","5-25","F","0"
"MB51540995","<5","<5","<5","T","0"
"MB51540996","5-25","<5","5-25","T","0"
"MB51540997","5-25","5-25","5-25","T","0"
"MB51540998","5-25","5-25","5-25","T","0"
"MB51541000","5-25","<5","<5","T","0"
"MB51541001","26-50","5-25","5-25","T","0"
"MB51541002","<5","<5","<5","T","0"
"MB51541003","<5","<5","<5","T","0"
"MB51541004","5-25","5-25","5-25","T","0"
"MB51541006","5-25","<5","<5","T","0"
"MB51541007","<5","<5","<5","F","0"
"MB51541008","<5","<5","5-25","F","0"
"MB51541010","<5","<5","<5","F","0"
"MB51541013","5-25","5-25","5-25","F","0"
"MB51541014","5-25","<5","<5","T","0"
"MB51541015","5-25","<5","5-25","F","0"
"MB51570968","<5","<5","5-25","F","0"
"MB51570974","<5","<5","5-25","F","0"
"MB51570986","NA","NA","NA","F","0"
"MB51570987","501+","101-250","101-250","T","0"
"MB51570989","NA","NA","NA","F","0"
"MB51570992","NA","NA","NA","F","0"
"MB51570993","26-50","5-25","5-25","F","0"
"MB51570994","<5","<5","<5","F","0"
"MB51570995","26-50","5-25","26-50","T","0"
"MB51570997","5-25","5-25","5-25","T","0"
"MB51570998","5-25","<5","<5","T","0"
"MB51570999","5-25","<5","5-25","T","0"
"MB51571000","5-25","5-25","5-25","T","0"
"MB51571001","5-25","<5","<5","T","0"
"MB51571003","5-25","<5","<5","T","0"
"MB51571004","<5","<5","<5","T","0"
"MB51571005","5-25","<5","5-25","T","0"
"MB51571006","<5","<5","<5","F","0"
"MB51571007","<5","<5","<5","F","0"
"MB51571009","<5","<5","<5","F","0"
"MB51571010","<5","<5","<5","F","0"
"MB51571011","<5","<5","<5","F","0"
"MB51571012","5-25","<5","<5","F","0"
"MB51571013","5-25","5-25","5-25","T","0"
"MB51571015","5-25","<5","<5","T","0"
"MB51571016","<5","<5","<5","F","0"
"MB51600968","<5","<5","5-25","F","0"
"MB51600974","<5","<5","5-25","F","0"
"MB51600985","NA","NA","NA","F","0"
"MB51600986","251-500","101-250","101-250","T","0"
"MB51600988","5-25","<5","5-25","T","0"
"MB51600994","NA","NA","NA","F","0"
"MB51600996","5-25","5-25","26-50","T","0"
"MB51600997","5-25","<5","<5","T","0"
"MB51600998","5-25","5-25","5-25","T","0"
"MB51601000","26-50","5-25","5-25","T","0"
"MB51601001","5-25","5-25","5-25","T","0"
"MB51601004","5-25","<5","<5","T","0"
"MB51601006","<5","<5","<5","T","0"
"MB51601007","<5","<5","<5","F","0"
"MB51601008","<5","<5","<5","F","0"
"MB51601009","<5","<5","5-25","F","0"
"MB51601010","<5","<5","<5","F","0"
"MB51601012","<5","<5","5-25","F","0"
"MB51601013","5-25","<5","5-25","F","0"
"MB51601014","<5","<5","<5","F","0"
"MB51601015","NA","NA","NA","F","0"
"MB51630968","NA","NA","NA","F","0"
"MB51630975","-","<5","<5","F","0"
"MB51630985","NA","NA","NA","F","0"
"MB51630986","5-25","<5","<5","T","0"
"MB51630987","101-250","26-50","26-50","T","0"
"MB51630988","<5","<5","<5","T","0"
"MB51630999","101-250","51-100","51-100","T","0"
"MB51631000","5-25","<5","<5","T","0"
"MB51631003","<5","<5","<5","T","0"
"MB51631004","<5","<5","<5","T","0"
"MB51631005","5-25","5-25","5-25","T","0"
"MB51631006","<5","<5","<5","T","0"
"MB51631007","<5","<5","5-25","F","0"
"MB51631010","<5","<5","<5","F","0"
"MB51631011","<5","<5","<5","F","0"
"MB51631012","<5","<5","<5","F","0"
"MB51631013","<5","<5","<5","F","0"
"MB51631015","NA","NA","NA","F","0"
"MB51631016","NA","NA","NA","F","0"
"MB51650968","26-50","5-25","51-100","F","0"
"MB51650974","<5","<5","5-25","F","0"
"MB51650986","5-25","5-25","5-25","T","0"
"MB51650988","26-50","5-25","26-50","T","0"
"MB51650990","<5","<5","<5","T","0"
"MB51650996","26-50","5-25","51-100","T","0"
"MB51650998","<5","<5","<5","T","0"
"MB51651000","501+","251-500","251-500","T","0"
"MB51651001","5-25","<5","<5","T","0"
"MB51651002","NA","NA","NA","F","0"
"MB51651003","<5","<5","<5","F","0"
"MB51651004","5-25","5-25","5-25","T","0"
"MB51651006","<5","<5","<5","T","0"
"MB51651007","<5","<5","<5","F","0"
"MB51651009","<5","<5","<5","F","0"
"MB51651010","<5","<5","<5","F","0"
"MB51651012","<5","<5","<5","F","0"
"MB51651015","NA","NA","NA","F","0"
"MB51680969","<5","<5","5-25","F","0"
"MB51680974","<5","<5","<5","F","0"
"MB51680986","251-500","51-100","51-100","T",">0% - 25%"
"MB51680987","5-25","<5","5-25","T","0"
"MB51680988","5-25","5-25","5-25","T","0"
"MB51680995","<5","<5","<5","T","0"
"MB51680999","5-25","5-25","5-25","T","0"
"MB51681000","5-25","<5","<5","T","0"
"MB51681004","5-25","5-25","5-25","T","0"
"MB51681005","<5","<5","<5","T","0"
"MB51681006","<5","<5","<5","T","0"
"MB51681010","<5","<5","<5","F","0"
"MB51681016","NA","NA","NA","F","0"
"MB51710968","<5","<5","5-25","F","0"
"MB51710969","26-50","5-25","26-50","F","0"
"MB51710974","<5","<5","5-25","F","0"
"MB51710985","5-25","<5","<5","T","0"
"MB51710986","5-25","5-25","5-25","T",">0% - 25%"
"MB51710988","5-25","<5","5-25","T","0"
"MB51710989","5-25","<5","<5","T","0"
"MB51710990","5-25","<5","5-25","T","0"
"MB51710991","<5","<5","<5","F","0"
"MB51710996","5-25","5-25","26-50","T","0"
"MB51711000","5-25","<5","<5","T","0"
"MB51711001","<5","<5","<5","T","0"
"MB51711003","5-25","5-25","5-25","F","0"
"MB51711004","5-25","<5","<5","T","0"
"MB51711006","5-25","<5","<5","T","0"
"MB51711007","<5","<5","<5","T","0"
"MB51711009","<5","<5","<5","F","0"
"MB51711010","NA","NA","NA","F","0"
"MB51711012","<5","<5","<5","F","0"
"MB51711014","<5","<5","<5","F","0"
"MB51711015","<5","<5","<5","F","0"
"MB51730966","NA","NA","NA","F","0"
"MB51730969","5-25","<5","5-25","F","0"
"MB51730974","<5","<5","5-25","F","0"
"MB51730985","<5","<5","<5","T","0"
"MB51730986","5-25","<5","5-25","T",">0% - 25%"
"MB51730987","51-100","5-25","26-50","T","0"
"MB51730988","5-25","5-25","5-25","T","0"
"MB51730989","<5","<5","<5","T","0"
"MB51730991","5-25","<5","5-25","F","0"
"MB51730995","5-25","5-25","26-50","T","0"
"MB51730997","-","<5","<5","T","0"
"MB51730998","<5","<5","<5","F","0"
"MB51731001","<5","<5","<5","T","0"
"MB51731003","<5","<5","<5","F","0"
"MB51731004","5-25","<5","5-25","T","0"
"MB51731005","5-25","<5","5-25","T","0"
"MB51731006","5-25","<5","<5","T","0"
"MB51731010","<5","<5","<5","F","0"
"MB51731012","<5","<5","<5","F","0"
"MB51731013","<5","<5","<5","F","0"
"MB51731015","<5","<5","<5","F","0"
